"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-10","2004","10","14.0","","6.4","","10.2","","21.5","","0.5","S","77.5","","0.0","","77.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-11","2004","11","8.3","","0.4","","4.4","","14.0","","-6.5","","92.8","","0.0","T","92.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-12","2004","12","1.5","E","-7.9","E","-3.2","E","10.0","","-27.5","","102.2","","31.0","","133.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-01","2005","01","-3.4","","-12.6","","-8.1","","13.0","","-27.0","","27.4","","25.0","","52.4","","3","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-02","2005","02","-0.8","E","-9.4","","-5.1","E","6.5","","-17.0","","24.8","","33.8","","58.6","","10","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-03","2005","03","3.0","","-6.4","","-1.7","","15.5","","-16.5","","21.8","","7.4","","29.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-04","2005","04","11.9","","2.9","","7.4","","19.0","","-1.0","","108.0","","0.0","T","108.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-05","2005","05","16.7","","7.2","","12.0","","26.0","","0.0","","16.0","","0.0","","16.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-06","2005","06","26.2","","17.0","","21.6","","34.0","","8.5","","26.8","","0.0","","26.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-07","2005","07","28.5","","18.6","","23.6","","35.0","","11.0","","60.3","","0.0","","60.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-08","2005","08","26.5","","17.9","E","22.2","E","31.0","","11.0","","125.7","","0.0","","125.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-09","2005","09","22.8","","13.7","E","18.3","E","28.0","S","3.5","","97.6","","0.0","","97.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-10","2005","10","14.0","","7.4","","10.7","","25.0","","-1.0","S","109.6","","0.0","","109.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-11","2005","11","9.5","","0.9","","5.2","","19.5","","-12.0","","115.4","","20.6","","136.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-12","2005","12","-0.8","","-7.4","","-4.1","","5.0","","-21.0","","15.2","","65.9","","81.1","","5","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-01","2006","01","2.7","","-5.9","","-1.6","","10.5","","-18.5","","70.3","","19.5","","89.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-02","2006","02","-0.5","E","-9.4","E","-5.0","E","9.5","","-23.5","","36.4","","25.6","","62.0","","11","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-03","2006","03","5.0","","-5.0","","0.0","","21.0","","-16.0","","55.2","","2.0","","57.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-04","2006","04","13.6","","2.5","E","8.0","E","23.0","","-6.0","","65.1","","0.0","T","65.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-05","2006","05","19.1","","9.6","E","14.4","E","30.0","","0.5","","65.8","","0.0","","65.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-06","2006","06","23.1","","14.1","","18.7","","29.0","","7.5","","99.3","","0.0","","99.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-07","2006","07","27.1","","18.3","","22.7","","31.0","","11.5","","46.4","","0.0","","46.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-08","2006","08","26.2","","16.3","","21.3","","34.5","","9.0","","59.2","","0.0","","59.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-09","2006","09","19.3","","11.3","","15.3","","25.0","S","2.0","","154.0","","0.0","","154.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-10","2006","10","12.8","","4.7","E","8.8","E","21.0","","-3.0","","145.0","","1.0","","146.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-11","2006","11","9.0","","2.1","","5.5","","15.0","","-3.0","","112.5","","0.6","","113.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-12","2006","12","5.3","","-1.8","","1.7","","11.5","","-15.0","","91.2","","8.6","","99.8","","2","","","","",""
